紹介ID	紹介日	紹介時間	AL店舗番号	AL店舗名	担当者	統括エリア	都道府県	東西	最新ステータス	契約時間	契約サービス	光サービス	ISP申込	ひかり電話	ウィルスクリア	リモートサポート	無線ルータ	契約日	コミュファ光	ひかりTVパー	無料PC申込
1843599266	29-Jul-13	Ｅ(18-20)	w203	株式会社ハウスパートナー新松戸店	ハウパ		千葉県	東	契約	B(12-14）	フレッツ光	2C(ﾈV)	OCN（2年割）	未入力	3B（ネ）	3C（ネ）		2013/8/17	タカハタ	案内了承	特典なし
1843599267	29-Jul-13	Ｅ(18-20)	f027	プライム蒲田店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599268	29-Jul-13	Ｅ(18-20)	f018	プライム池袋店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599269	29-Jul-13	Ｅ(18-20)	f005	アエラス目黒店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599270	29-Jul-13	Ｅ(18-20)	f033	アエラス武蔵小山店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599271	29-Jul-13	Ｅ(18-20)	f033	アエラス武蔵小山店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599272	29-Jul-13	Ｅ(18-20)	f033	アエラス武蔵小山店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599274	29-Jul-13	Ｅ(18-20)	f033	アエラス武蔵小山店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599275	29-Jul-13	Ｅ(18-20)	g1026	株式会社エイブル 　熱田店	エイブル西	東海南	愛知県	西	契約	E(18-20)	コミュファ光	未入力	未入力	未入力	未入力	未入力		2013/7/30	イトウカズエ	未入力	
1843599276	29-Jul-13	Ｅ(18-20)	g4003	株式会社エイブル 　甲子園口店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599277	29-Jul-13	Ｅ(18-20)	g4017	株式会社エイブル 　仁川店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599278	29-Jul-13	Ｅ(18-20)	g4017	株式会社エイブル 　仁川店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599279	29-Jul-13	Ｅ(18-20)	g4017	株式会社エイブル 　仁川店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599280	29-Jul-13	Ｅ(18-20)	g4017	株式会社エイブル 　仁川店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599281	29-Jul-13	Ｅ(18-20)	g5005	株式会社エイブル 　中筋店	エイブル西	広島	広島県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599282	29-Jul-13	Ｅ(18-20)	g4002	株式会社エイブル 　六甲店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599283	29-Jul-13	Ｅ(18-20)	g1009	株式会社エイブル 　大曽根店	エイブル西	東海北	愛知県	西	契約	D(16-18)	auひかり	未入力	未入力	未入力	未入力	未入力		30-Jul-13	ハセガワ	未入力	
1843599284	29-Jul-13	Ｅ(18-20)	g4018	株式会社エイブル 　西宮店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599285	29-Jul-13	Ｅ(18-20)	g3080	株式会社エイブル 　イオンタウン平野店	エイブル西	大阪東	大阪府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599286	29-Jul-13	Ｅ(18-20)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599288	29-Jul-13	Ｅ(18-20)	e6001	株式会社エイブル 　浦和東口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599289	29-Jul-13	Ｅ(18-20)	e6029	株式会社エイブル 　志木南口店	エイブル	埼玉	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599290	29-Jul-13	Ｅ(18-20)	e2013	株式会社エイブル 　祖師ヶ谷大蔵店	エイブル	東京中央	東京都	東	NG			2S(ﾈ光）	未入力	未入力	3B（ネ）	3C（ネ）			コウノ	未入力	特典なし
1843599291	29-Jul-13	Ｅ(18-20)	e2065	株式会社エイブル 　八王子店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599292	29-Jul-13	Ｅ(18-20)	e6010	株式会社エイブル 　川口店	エイブル	埼玉	埼玉県	東	契約	E(18-20)	フレッツ光	2R(HF)	OCN（2年割）	未入力	3B（ネ）	3C（ネ）	光ポータブル	01-Aug-13	オザキ	案内了承	特典なし
1843599293	29-Jul-13	Ｅ(18-20)	e2056	株式会社エイブル 　武蔵小金井店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599294	29-Jul-13	Ｅ(18-20)	w451	ハウス・トゥ・ハウス・ネットサービス株式会社　大山店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599295	29-Jul-13	Ｅ(18-20)	f028	プライム綾瀬店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599296	29-Jul-13	Ｅ(18-20)	f021	プライム巣鴨店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599297	29-Jul-13	Ｅ(18-20)	f005	アエラス目黒店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599298	29-Jul-13	Ｆ(20-LAST)	g1014	株式会社エイブル 　浄心店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599300	29-Jul-13	Ｆ(20-LAST)	g1014	株式会社エイブル 　浄心店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599301	29-Jul-13	Ｆ(20-LAST)	g5029	株式会社エイブル 　大橋店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599302	29-Jul-13	Ｆ(20-LAST)	g5017	株式会社エイブル 　東公園店	エイブル西	福岡北	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599304	29-Jul-13	Ｆ(20-LAST)	g4003	株式会社エイブル 　甲子園口店	エイブル西	兵庫東	兵庫県	西	契約	E(18-20)	フレッツ光	3L（HF_隼）	OCN（2年割）	【ネ】基本（4C）	ウィルス無	3C（ネ）	無線	2013/8/18	イトウカズエ	案内了承	特典なし
1843599305	29-Jul-13	Ｆ(20-LAST)	g3077	株式会社エイブル 　藤井寺店	エイブル西	大阪東	大阪府	西	契約	E(18-20)	eo光	未入力	未入力	未入力	未入力	未入力		2013/8/6	イトウカズエ	未入力	
1843599307	29-Jul-13	ｆ(20-LAST)	g4003	株式会社エイブル 　甲子園口店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599308	29-Jul-13	Ｆ(20-LAST)	g4016	株式会社エイブル 　塚口店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599309	29-Jul-13	Ｆ(20-LAST)	g2006	株式会社エイブル 　桂店	エイブル西	京都	京都府	西	契約	C(14-16)	eo光	未入力	未入力	未入力	未入力	未入力		2013/8/3	サトウユキ	未入力	
1843599310	29-Jul-13	Ｆ(20-LAST)	g4015	株式会社エイブル 　武庫之荘店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599311	29-Jul-13	Ｆ(20-LAST)	g4015	株式会社エイブル 　武庫之荘店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599312	29-Jul-13	Ｆ(20-LAST)	g4016	株式会社エイブル 　塚口店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599313	29-Jul-13	Ｆ(20-LAST)	g5031	株式会社エイブル 　南福岡店	エイブル西	福岡南	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843599314	29-Jul-13	Ｆ(20-LAST)	g5031	株式会社エイブル 　南福岡店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599315	29-Jul-13	ｆ(20-LAST)	g5014	株式会社エイブル 　行橋店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599316	29-Jul-13	Ｆ(20-LAST)	g5014	株式会社エイブル 　行橋店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599317	29-Jul-13	Ｆ(20-LAST)	f006	アエラス駒込店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599318	29-Jul-13	Ｆ(20-LAST)	f034	アエラス大山店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599319	29-Jul-13	Ｆ(20-LAST)	f012	ソレイユ十条店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599320	29-Jul-13	Ｆ(20-LAST)	f012	ソレイユ十条店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599321	29-Jul-13	Ｆ(20-LAST)	f012	ソレイユ十条店	既存店	アエラスグループ	東京都	東	契約	C(14-16)	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		2013/8/12	オザキ	未入力	
1843599322	29-Jul-13	Ｆ(20-LAST)	f010	ソレイユ川口店	既存店	アエラスグループ	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599323	29-Jul-13	Ｆ(20-LAST)	f013	ソレイユ新宿店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599324	29-Jul-13	Ｆ(20-LAST)	f028	プライム綾瀬店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599325	29-Jul-13	Ｆ(20-LAST)	f026	プライム恵比寿店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599326	29-Jul-13	Ｆ(20-LAST)	f013	ソレイユ新宿店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599328	29-Jul-13	Ｆ(20-LAST)	e2056	株式会社エイブル 　武蔵小金井店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599329	29-Jul-13	Ｆ(20-LAST)	e6016	株式会社エイブル 　南浦和東口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599330	29-Jul-13	Ｆ(20-LAST)	f013	ソレイユ新宿店	既存店	アエラスグループ	東京都	東	契約	B(12-14）	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		2013/7/30	アサト	未入力	
1843599029	28-Jul-13	A(10-12)	g1023	株式会社エイブル 　新瑞橋店	エイブル西	東海南	愛知県	西	契約	C(14-16)	フレッツ光	3M（ネ_隼）	OCN（2年割）	未入力	ウィルス無	客意NG	無線	2013/8/5	イトウカズエ	案内了承	特典なし
1843599030	28-Jul-13	A(10-12)	g5031	株式会社エイブル 　南福岡店	エイブル西	福岡南	福岡県	西	契約	C(14-16)	フレッツ光	3M（ネ_隼）	OCN（2年割）	未入力	ウィルス無	3C（ネ）		2013/7/28	サトウユキ	案内了承	特典なし
1843599031	28-Jul-13	A(10-12)	g5020	株式会社エイブル 　新宮店	エイブル西	福岡北	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599032	28-Jul-13	A(10-12)	g1009	株式会社エイブル 　大曽根店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599033	28-Jul-13	A(10-12)	g4011	株式会社エイブル 　西明石店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599034	28-Jul-13	A(10-12)	g4018	株式会社エイブル 　西宮店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599035	28-Jul-13	A(10-12)	g1004	株式会社エイブル 　春日井店	エイブル西	東海北	愛知県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843599036	28-Jul-13	A(10-12)	g4007	株式会社エイブル 　JR住吉店	エイブル西	兵庫西	大阪府	西	契約	B(12-14）	eo光	未入力	未入力	未入力	未入力	未入力		2013/7/30	アサト	未入力	
1843599037	28-Jul-13	A(10-12)	e4003	株式会社エイブル 　川崎店	エイブル	神奈川東	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599038	28-Jul-13	A(10-12)	e2017	株式会社エイブル 　中野坂上店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599039	28-Jul-13	A(10-12)	e3014	株式会社エイブル 　松戸店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599040	28-Jul-13	A(10-12)	e2070	株式会社エイブル 　多摩センター店	エイブル	東京中央	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599041	28-Jul-13	A(10-12)	e7004	株式会社エイブル 　泉中央店	エイブル	仙台	宮城県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599042	28-Jul-13	A(10-12)	e7001	株式会社エイブル 　仙台駅前店	エイブル	仙台	宮城県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599043	28-Jul-13	A(10-12)	e2008	株式会社エイブル 　明大前西口店	エイブル	東京中央	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599044	28-Jul-13	B(12-14)	f020	プライム中野店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599046	28-Jul-13	B(12-14)	g3045	株式会社エイブル 　深江橋店	エイブル西	大阪東	大阪府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599047	28-Jul-13	B(12-14)	f024	アエラス王子店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599048	28-Jul-13	B(12-14)	w466	株式会社ハウスパートナー青戸店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599049	28-Jul-13	B(12-14)	f028	プライム綾瀬店	既存店	アエラスグループ	東京都	東	契約	F(20-LAST)	auひかり	未入力	未入力	未入力	未入力	未入力		2013/8/2	サトウユキ	未入力	
1843599050	28-Jul-13	B(12-14)	w466	株式会社ハウスパートナー青戸店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599051	28-Jul-13	B(12-14)	f029	アエラス新小岩店	既存店	アエラスグループ	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599052	28-Jul-13	B(12-14)	f020	プライム中野店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599053	28-Jul-13	B(12-14)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599054	28-Jul-13	B(12-14)	f034	アエラス大山店	既存店	アエラスグループ	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599055	28-Jul-13	B(12-14)	f008	ソレイユ高田馬場店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599056	28-Jul-13	B(12-14)	w201	株式会社ハウスパートナー綾瀬店	ハウパ		東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843599057	28-Jul-13	B(12-14)	g1027	株式会社エイブル 　野並店	エイブル西	東海南	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599058	28-Jul-13	C(14-16)	g4002	株式会社エイブル 　六甲店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599059	28-Jul-13	C(14-16)	w452	ハウス・トゥ・ハウス・ネットサービス株式会社　板橋店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599060	28-Jul-13	C(14-16)	e6010	株式会社エイブル 　川口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599061	28-Jul-13	C(14-16)	e2066	株式会社エイブル 　福生西口駅前店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599062	28-Jul-13	C(14-16)	e6027	株式会社エイブル 　川越店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599063	28-Jul-13	C(14-16)	e5009	株式会社エイブル 　札幌駅前本店	エイブル	札幌	北海道	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599064	28-Jul-13	C(14-16)	e5009	株式会社エイブル 　札幌駅前本店	エイブル	札幌	北海道	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599065	28-Jul-13	C(14-16)	e7004	株式会社エイブル 　泉中央店	エイブル	仙台	宮城県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599066	28-Jul-13	C(14-16)	e6016	株式会社エイブル 　南浦和東口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599067	28-Jul-13	C(14-16)	e4042	株式会社エイブル 　関内店	エイブル	神奈川南	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599068	28-Jul-13	C(14-16)	e7001	株式会社エイブル 　仙台駅前店	エイブル	仙台	宮城県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599069	28-Jul-13	C(14-16)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599070	28-Jul-13	C(14-16)	w495	株式会社ハウスパートナー竹ノ塚店	ハウパ		埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599071	28-Jul-13	C(14-16)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599073	28-Jul-13	C(14-16)	f008	ソレイユ高田馬場店	既存店	アエラスグループ	東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843599074	28-Jul-13	C(14-16)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599075	28-Jul-13	C(14-16)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599076	28-Jul-13	D(16-18)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599077	28-Jul-13	D(16-18)	w201	株式会社ハウスパートナー綾瀬店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599078	28-Jul-13	D(16-18)	w201	株式会社ハウスパートナー綾瀬店	ハウパ		東京都	東	契約	F(20-LAST)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	3C（ネ）		08-Aug-13	オザキ	案内了承	特典なし
1843599079	28-Jul-13	ｄ(16-18)	e6012	株式会社エイブル 　東川口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599080	28-Jul-13	Ｄ(16-18)	e2046	株式会社エイブル 　武蔵関店	エイブル	東京西	東京都	東	契約	E(18-20)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	3C（ネ）		2013/7/28	イシカワ	案内了承	
1843599081	28-Jul-13	Ｄ(16-18)	e6029	株式会社エイブル 　志木南口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599082	28-Jul-13	Ｄ(16-18)	e7007	株式会社エイブル 　宮城の萩大通り店	エイブル	仙台	宮城県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599083	28-Jul-13	Ｄ(16-18)	e6029	株式会社エイブル 　志木南口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599084	28-Jul-13	Ｄ(16-18)	e6029	株式会社エイブル 　志木南口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599085	28-Jul-13	Ｄ(16-18)	e3009	株式会社エイブル 　南流山店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599086	28-Jul-13	Ｄ(16-18)	g1020	株式会社エイブル 　藤が丘店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599087	28-Jul-13	Ｄ(16-18)	g1017	株式会社エイブル 　名古屋駅本店	エイブル西	東海南	愛知県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843599089	28-Jul-13	Ｄ(16-18)	g4007	株式会社エイブル 　JR住吉店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599090	28-Jul-13	Ｄ(16-18)	g4007	株式会社エイブル 　JR住吉店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599091	28-Jul-13	Ｄ(16-18)	g4007	株式会社エイブル 　JR住吉店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599092	28-Jul-13	Ｄ(16-18)	g4007	株式会社エイブル 　JR住吉店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599093	28-Jul-13	Ｄ(16-18)	g3028	株式会社エイブル 　くずは店	エイブル西	大阪中央	大阪府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599094	28-Jul-13	Ｄ(16-18)	g1027	株式会社エイブル 　野並店	エイブル西	東海南	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599095	28-Jul-13	Ｄ(16-18)	g1024	株式会社エイブル 　御器所店	エイブル西	東海南	愛知県	西	契約	A(10-12）	フレッツ光	3L（HF_隼）	OCN（2年割）	未入力	ウィルス無	3C（ネ）		30-Jul-13	シカダ	案内了承	特典なし
1843599096	28-Jul-13	Ｄ(16-18)	g3021	株式会社エイブル 　寝屋川店	エイブル西	大阪中央	大阪府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599097	28-Jul-13	Ｄ(16-18)	g3020	株式会社エイブル 　京阪守口店	エイブル西	大阪中央	大阪府	西	契約	A(10-12）	フレッツ光	3L（HF_隼）	OCN（2年割）	未入力	ウィルス無	リモート無		2013/7/29	アサト	不可	
1843599098	28-Jul-13	Ｄ(16-18)	g5014	株式会社エイブル 　行橋店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599100	28-Jul-13	Ｄ(16-18)	g5018	株式会社エイブル 　千早駅前店	エイブル西	福岡北	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599101	28-Jul-13	Ｄ(16-18)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599102	28-Jul-13	Ｄ(16-18)	w505	株式会社ハウスパートナー 八柱店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599103	28-Jul-13	ｄ(16-18)	w495	株式会社ハウスパートナー竹ノ塚店	ハウパ		東京都	東	契約	E(18-20)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	客意NG		2013/7/31	オザキ	案内了承	Kindle fireHD
1843599104	28-Jul-13	Ｄ(16-18)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599105	28-Jul-13	Ｄ(16-18)	w456	ハウス・トゥ・ハウス・ネットサービス株式会社　川口店	ハウス・トゥ		埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599106	28-Jul-13	Ｄ(16-18)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599107	28-Jul-13	Ｄ(16-18)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599108	28-Jul-13	D(16-18)	m122	株式会社アン　ミニミニ　FC　広島駅北口店	ミニミニ西日本	株式会社ミニミニ	広島県	西	契約	E(18-20)	フレッツ光	RW（ﾌﾟﾚV）	OCN（2年割）	未入力	ウィルス無	BK（ﾌﾟﾚ）	無線	2013/7/28	サトウユキ	案内了承	特典なし
1843599109	28-Jul-13	Ｄ(16-18)	f012	ソレイユ十条店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599110	28-Jul-13	Ｄ(16-18)	w495	株式会社ハウスパートナー竹ノ塚店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599111	28-Jul-13	ｄ(16-18)	f029	アエラス新小岩店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599112	28-Jul-13	Ｄ(16-18)	f034	アエラス大山店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599113	28-Jul-13	ｄ(16-18)	w202	株式会社ハウスパートナー北千住店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599114	28-Jul-13	Ｄ(16-18)	w483	株式会社ハウスパートナー北千住駅前店	ハウパ		東京都	東	契約	D(16-18)	UCOM	未入力	OCN（2年割）	未入力	3B（ネ）	客意NG	無線	2013/8/8	カワイ	案内了承	特典なし
1843599115	28-Jul-13	Ｄ(16-18)	f011	ソレイユ上野店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599116	28-Jul-13	ｄ(16-18)	f011	ソレイユ上野店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599117	28-Jul-13	E(18-20)	e2037	株式会社エイブル 　ときわ台店	エイブル	東京北	東京都	東	契約	C(14-16)	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		30-Jul-13	カワイ	未入力	
1843599118	28-Jul-13	E(18-20)	e1068	株式会社エイブル 　二子玉川店	エイブル	東京中央	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599119	28-Jul-13	E(18-20)	e3010	株式会社エイブル 　新八柱店	エイブル	千葉	千葉県	東	契約	A(10-12）	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		2013/8/1	ワタナベ	未入力	
1843599120	28-Jul-13	E(18-20)	e1045	株式会社エイブル 　大井町店	エイブル	東京南	東京都	東	契約	B(12-14）	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	リモート無	無線	29-Jul-13	イシカワ	案内了承	
1843599121	28-Jul-13	E(18-20)	e1050	株式会社エイブル 　旗の台店	エイブル	東京南	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
